Genus;Results from;Occurences
CALDICOPROBACTER;Test Model Adjusted Occurences;0.6595763034436967
ACIDOBACTERIALES_GENUS;Test Model Adjusted Occurences;0.6197058754020358
NIASTELLA;Test Model Adjusted Occurences;3.000348450094158
ANAEROSPHAERA;Test Model Adjusted Occurences;1.808998598004198e-05
COPROTHERMOBACTER;Test Model Adjusted Occurences;7.609336733715771e-05
TETRAGENOCOCCUS;Test Model Adjusted Occurences;0.05722317837017191
ADVENELLA;Test Model Adjusted Occurences;1.7146001483113736e-05
CLOACIMONETES_GENUS;Test Model Adjusted Occurences;1.0230083863538742e-06
CLOSTRIDIA_GENUS;Test Model Adjusted Occurences;1.010057144038437
NEISSERIACEAE_GENUS;Test Model Adjusted Occurences;1.0007165145986683
ACETOANAEROBIUM;Test Model Adjusted Occurences;1.0007230907203408
ANEURINIBACILLUS;Test Model Adjusted Occurences;1.0001045394040131
BAVARIICOCCUS;Test Model Adjusted Occurences;2.023276149540615
TENACIBACULUM;Test Model Adjusted Occurences;2.001283684484244
FLAVIFLEXUS;Test Model Adjusted Occurences;0.6906364140111627
BCF9-17_TERMITE_GROUP;Test Model Adjusted Occurences;0.0008888181885693036
ANAEROBRANCA;Test Model Adjusted Occurences;2.000465529599677
CELLVIBRIONACEAE_GENUS;Test Model Adjusted Occurences;0.6410482703815057
SYNTROPHOBOTULUS;Test Model Adjusted Occurences;0.0007893381397397932
CELLVIBRIONALES_GENUS;Test Model Adjusted Occurences;0.0004989109528269484
PHOCAEICOLA;Test Model Adjusted Occurences;3.01589297641351
CERASIBACILLUS;Test Model Adjusted Occurences;0.00024490615427759886
PROLIXIBACTER;Test Model Adjusted Occurences;1.683827907232314
CERASICOCCUS;Test Model Adjusted Occurences;6.099379584179054e-06
BDELLOVIBRIO;Test Model Adjusted Occurences;10.235965970585973
MECHERCHARIMYCES;Test Model Adjusted Occurences;0.00019554303922349192
AMPHIBACILLUS;Test Model Adjusted Occurences;0.05873231354742918
PECTOBACTERIUM;Test Model Adjusted Occurences;0.0004736369684748155
AZORHIZOBIUM;Test Model Adjusted Occurences;0.00035129452352607865
DONGHICOLA;Test Model Adjusted Occurences;0.00063156380340584
KETOGULONICIGENIUM;Test Model Adjusted Occurences;0.47778933060788986
RHODOBACTERACEAE_GENUS;Test Model Adjusted Occurences;0.00011874067521949402
GRACILIBACTER;Test Model Adjusted Occurences;0.0005769348346918212
ROTHIA;Test Model Adjusted Occurences;0.004490881629505393
TEPIDIBACTER;Test Model Adjusted Occurences;0.00043961322011373165
HOLDEMANELLA;Test Model Adjusted Occurences;0.49464657605322315
NUBSELLA;Test Model Adjusted Occurences;0.004322880564886167
MACROCOCCUS;Test Model Adjusted Occurences;0.7630349616856742
IGNAVIGRANUM;Test Model Adjusted Occurences;0.0014281006472851021
NIBRIBACTER;Test Model Adjusted Occurences;0.027843707589848738
OLIGELLA;Test Model Adjusted Occurences;0.0021429276486210408
INSOLITISPIRILLUM;Test Model Adjusted Occurences;4.5069271738726595
VITELLIBACTER;Test Model Adjusted Occurences;1.0106952380749787
GRACILIMONAS;Test Model Adjusted Occurences;3.000888194506908
ENHYGROMYXA;Test Model Adjusted Occurences;1.0000533372774354
ALICYCLOBACILLUS;Test Model Adjusted Occurences;4.020125611819859
XANTHOMONAS;Test Model Adjusted Occurences;1.0031922698129716
FIRMICUTES_BSA1B-03_GENUS;Test Model Adjusted Occurences;0.00011164455126359181
LACTONIFACTOR;Test Model Adjusted Occurences;5.4455125521251047e-05
RHODOPILA;Test Model Adjusted Occurences;1.0000248828371452
THERMASPOROMYCES;Test Model Adjusted Occurences;3.6285170302253686e-06
THIOPHAEOCOCCUS;Test Model Adjusted Occurences;1.0000129003258793
JOHNSONELLA;Test Model Adjusted Occurences;1.6210222980922013
AURANTIMONADACEAE_GENUS;Test Model Adjusted Occurences;5.187101392467586e-06
METHYLOLIGELLA;Test Model Adjusted Occurences;8.658594389866815e-06
PARASPOROBACTERIUM;Test Model Adjusted Occurences;2.7089556725113255e-07
ROSEINATRONOBACTER;Test Model Adjusted Occurences;0.15094416356322363
KILONIELLA;Test Model Adjusted Occurences;0.0001303922692617263
DONGIA;Test Model Adjusted Occurences;0.4493224119476268
LENTILITORIBACTER;Test Model Adjusted Occurences;0.0379424125756177
ATRIBACTERIA_GENUS;Test Model Adjusted Occurences;0.000492284098759295
SPHINGOMICROBIUM;Test Model Adjusted Occurences;1.2812215874055795e-06
METHANOGENIUM;Test Model Adjusted Occurences;0.0009501103132443441
METHYLOBACTER;Test Model Adjusted Occurences;0.001596903456408305
HOLOPHAGALES_GENUS;Test Model Adjusted Occurences;2.3915196200004987
PEPTOCOCCUS;Test Model Adjusted Occurences;4.000281367226
DEMEQUINA;Test Model Adjusted Occurences;1.0000477105414123
MURDOCHIELLA;Test Model Adjusted Occurences;0.01091498953412362
GEMMOBACTER;Test Model Adjusted Occurences;2.5096220408718066
THAUERA;Test Model Adjusted Occurences;0.011899732160410556
ACIDOCELLA;Test Model Adjusted Occurences;2.6841023583555645
ANAEROCELLA;Test Model Adjusted Occurences;5.190090852344562
POVALIBACTER;Test Model Adjusted Occurences;2.003861297391437
LACHNOSPIRACEAE_FCS020_GROUP;Test Model Adjusted Occurences;0.5387909745964394
CEREIBACTER;Test Model Adjusted Occurences;1.0218065131855179
[EUBACTERIUM]_XYLANOPHILUM_GROUP;Test Model Adjusted Occurences;1.000459420178796
CESIRIBACTER;Test Model Adjusted Occurences;0.00796013441249895
DESERTIFILUM;Test Model Adjusted Occurences;1.6041336470129008
SYNTROPHORHABDACEAE_GENUS;Test Model Adjusted Occurences;5.2305119708851184e-05
RHIZOMICROBIUM;Test Model Adjusted Occurences;1.9734071683245495
LABRENZIA;Test Model Adjusted Occurences;1.000037808408809
FERVIDICELLA;Test Model Adjusted Occurences;0.28498169551489266
MEGAIRA;Test Model Adjusted Occurences;0.7252936913817769
CLOSTRIDIA_MBA03_GENUS;Test Model Adjusted Occurences;2.3145903974041007e-05
ANOXYBACILLUS;Test Model Adjusted Occurences;0.7558386100086647
ANTARCTICIMONAS;Test Model Adjusted Occurences;1.0004261715344527
BREVUNDIMONAS;Test Model Adjusted Occurences;0.3173895820932166
ORNITHINIMICROBIUM;Test Model Adjusted Occurences;0.3336278192191381
LACHNOSPIRACEAE_NC2004_GROUP;Test Model Adjusted Occurences;3.8064962474639885
FAMILY_XII_GENUS;Test Model Adjusted Occurences;9.058646270524906e-05
PASTEURELLA;Test Model Adjusted Occurences;0.00026080766137834537
[RUMINOCOCCUS]_GNAVUS_GROUP;Test Model Adjusted Occurences;0.0012597951551303324
MEGAMONAS;Test Model Adjusted Occurences;5.6411225832571216e-05
ALKALIPHILUS;Test Model Adjusted Occurences;3.000111699609386
ANTARCTOBACTER;Test Model Adjusted Occurences;0.003844901763595226
ANAEROSTIPES;Test Model Adjusted Occurences;1.0040550708425298
AQUABACTERIUM;Test Model Adjusted Occurences;2.014693715727856
FAECALITALEA;Test Model Adjusted Occurences;2.0860650239984766
BACTEROIDETES_BD2-2_GENUS;Test Model Adjusted Occurences;0.41726671967455836
HOLDEMANIA;Test Model Adjusted Occurences;0.00016172634904466215
[RUMINOCOCCUS]_TORQUES_GROUP;Test Model Adjusted Occurences;0.30692818708485026
ANAEROCOCCUS;Test Model Adjusted Occurences;5.699594034880336
MANGROVIBACTERIUM;Test Model Adjusted Occurences;0.008013938839086694
MURIMONAS;Test Model Adjusted Occurences;0.5520432214741594
POLYCLADOMYCES;Test Model Adjusted Occurences;1.556106136834865e-05
ENTEROBACTER;Test Model Adjusted Occurences;2.8183303338250285
LACHNOSPIRACEAE_XPB1014_GROUP;Test Model Adjusted Occurences;1.2103903010128853e-05
AQUASPIRILLUM;Test Model Adjusted Occurences;0.013727646064792015
INTESTINIMONAS;Test Model Adjusted Occurences;2.001771930322386
TAHIBACTER;Test Model Adjusted Occurences;0.002714204128356712
LACTICIGENIUM;Test Model Adjusted Occurences;0.0004749703377805737
DESMOSPORA;Test Model Adjusted Occurences;0.0002591524958264101
ROSEICYCLUS;Test Model Adjusted Occurences;0.00047928620256032506
CETIA;Test Model Adjusted Occurences;0.0003295798396291427
DESULFATIBACILLUM;Test Model Adjusted Occurences;0.7079895147087834
AMINIVIBRIO;Test Model Adjusted Occurences;1.000051731000125
VIRIDIBACILLUS;Test Model Adjusted Occurences;0.0007190306699319203
OCEANIRHABDUS;Test Model Adjusted Occurences;1.0947830374142346e-05
SCHLEGELELLA;Test Model Adjusted Occurences;2.275889615134599e-05
DESULFOHALOBIUM;Test Model Adjusted Occurences;3.780424079389503e-05
RHODOCOCCUS;Test Model Adjusted Occurences;1.0017764663831001
SYNTROPHOCOCCUS;Test Model Adjusted Occurences;4.892754613885879
COXIELLA;Test Model Adjusted Occurences;0.5475252938991835
CHROMATIACEAE_GENUS;Test Model Adjusted Occurences;2.000432269396717
INTESTINIBACTER;Test Model Adjusted Occurences;1.0009539299740555
PHORMIDIUM;Test Model Adjusted Occurences;1.0057775333598995
CHROMATIALES_GENUS;Test Model Adjusted Occurences;1.2913778024105815
BDELLOVIBRIONALES_GENUS;Test Model Adjusted Occurences;7.133537593583472e-05
BEIJERINCKIA;Test Model Adjusted Occurences;3.3744844888863823
IGNAVIBACTERIALES_PHOS-HE36_GENUS;Test Model Adjusted Occurences;0.00012169999978052446
ALLOBACULUM;Test Model Adjusted Occurences;0.0006367673791495192
AEROMICROBIUM;Test Model Adjusted Occurences;0.0001596672347220448
ZIMMERMANNELLA;Test Model Adjusted Occurences;0.0001361275893137367
THERMOVIRGA;Test Model Adjusted Occurences;0.0014674814658180383
CETOBACTERIUM;Test Model Adjusted Occurences;0.36871203866206403
HIRSCHIA;Test Model Adjusted Occurences;0.14766699653211318
COMPETIBACTER;Test Model Adjusted Occurences;1.0002517648333826
COHNELLA;Test Model Adjusted Occurences;1.0012488822518495
CHROMOBACTERIUM;Test Model Adjusted Occurences;0.00047156643465861865
ABIOTROPHIA;Test Model Adjusted Occurences;0.0011736749014425942
CHTHONIOBACTERACEAE_GENUS;Test Model Adjusted Occurences;0.0004760599895942408
CHROMOHALOBACTER;Test Model Adjusted Occurences;0.00011838842706710831
CHRYSEOBACTERIUM;Test Model Adjusted Occurences;2.001381645739536
ACHROMOBACTER;Test Model Adjusted Occurences;1.0026809959756475
BROCHOTHRIX;Test Model Adjusted Occurences;0.0003045110975886055
ANAEROFILUM;Test Model Adjusted Occurences;1.0001893970142566
CHELATIVORANS;Test Model Adjusted Occurences;0.0027806749338791003
[EUBACTERIUM]_RECTALE_GROUP;Test Model Adjusted Occurences;2.0000519816857456
ACIDAMINOBACTER;Test Model Adjusted Occurences;0.494850946401204
MANGROVIFLEXUS;Test Model Adjusted Occurences;0.015710592898229958
EREMOCOCCUS;Test Model Adjusted Occurences;1.0001941377368129
CELLULOMONAS;Test Model Adjusted Occurences;0.0009676785866568958
MARINIPHAGA;Test Model Adjusted Occurences;0.00396151398640672
BACTEROIDETES_HK-RBC54_GENUS;Test Model Adjusted Occurences;1.0014421087810201
DESULFOBACULUM;Test Model Adjusted Occurences;2.3923263037531637e-05
OBESUMBACTERIUM;Test Model Adjusted Occurences;1.000009264347623
AEROSPHAERA;Test Model Adjusted Occurences;8.406391664772882e-05
ATOPOBIUM;Test Model Adjusted Occurences;2.698247764362929
METHANOBACTERIA_GENUS;Test Model Adjusted Occurences;0.0005775070894978528
LEIFSONIA;Test Model Adjusted Occurences;9.347535689138708e-05
KINGELLA;Test Model Adjusted Occurences;1.7852069760775604
HYDROGENIBACILLUS;Test Model Adjusted Occurences;3.021583636626593e-05
ANABAENOPSIS;Test Model Adjusted Occurences;0.04051581993014321
CHIAYIIVIRGA;Test Model Adjusted Occurences;0.0001640813423289325
DEVOSIA;Test Model Adjusted Occurences;2.4742755559809497
METHYLOTHERMUS;Test Model Adjusted Occurences;1.2603770548929087e-05
ALBIMONAS;Test Model Adjusted Occurences;0.0030926607462683263
MARINILACTIBACILLUS;Test Model Adjusted Occurences;1.002886907545268
ERWINIA;Test Model Adjusted Occurences;3.626044553405916
CURVIBACTER;Test Model Adjusted Occurences;1.0001354503344635
VULGATIBACTER;Test Model Adjusted Occurences;3.7179036503793834e-06
SOLIBACTERACEAE_GENUS;Test Model Adjusted Occurences;0.000445122554704136
BETAPROTEOBACTERIA_GENUS;Test Model Adjusted Occurences;8.63477204872924
METHYLONATRUM;Test Model Adjusted Occurences;0.00014194007490718247
ROSEISALINUS;Test Model Adjusted Occurences;0.061041288929284045
SYMBIOBACTERIUM;Test Model Adjusted Occurences;1.0099604039954974e-05
THIOPROFUNDUM;Test Model Adjusted Occurences;1.7469707928004754
AQUICELLA;Test Model Adjusted Occurences;2.0000667872579228
SPHINGOBACTERIALES_GENUS;Test Model Adjusted Occurences;1.4902956953876108
PSEUDOFULVIMONAS;Test Model Adjusted Occurences;0.0029350387799581368
POLARIBACTER;Test Model Adjusted Occurences;0.00018919617077565892
TINDALLIA;Test Model Adjusted Occurences;0.0002946611829564118
KTEDONOBACTERIA_B12-WMSP1_GENUS;Test Model Adjusted Occurences;0.010098550887129782
BLASTOCOCCUS;Test Model Adjusted Occurences;0.00019322226222791053
BLASTOMONAS;Test Model Adjusted Occurences;0.00019753199543831937
ACIDOTHERMUS;Test Model Adjusted Occurences;1.6043960415706497
DICTYOGLOMUS;Test Model Adjusted Occurences;0.000289172069028879
DESULFOFABA;Test Model Adjusted Occurences;7.799988576873376e-05
METHYLOCALDUM;Test Model Adjusted Occurences;0.0018519826343805072
PSEUDAMINOBACTER;Test Model Adjusted Occurences;0.03659752585432837
GARICOLA;Test Model Adjusted Occurences;0.0001677428325264356
PSEUDANABAENA;Test Model Adjusted Occurences;0.03314534321125544
DESULFURISPORA;Test Model Adjusted Occurences;2.3084919166589668e-05
EISENBERGIELLA;Test Model Adjusted Occurences;7.88959563130401e-06
COMMENSALIBACTER;Test Model Adjusted Occurences;0.17090332147962023
FAECALIBACTERIUM;Test Model Adjusted Occurences;0.0012207336609331761
ARACHIDICOCCUS;Test Model Adjusted Occurences;1.1234518880105235e-05
ARCANOBACTERIUM;Test Model Adjusted Occurences;1.0032050288122578
BELLIELLA;Test Model Adjusted Occurences;0.0032924340765320705
HUNGATELLA;Test Model Adjusted Occurences;1.3928645806762034
CHITINIVIBRIO;Test Model Adjusted Occurences;0.0010790764961258398
CHITINOPHAGA;Test Model Adjusted Occurences;3.121739111877849
BELLILINEA;Test Model Adjusted Occurences;3.610305459493323e-05
CAMINICELLA;Test Model Adjusted Occurences;0.00013533956323255716
NITROSOMONADACEAE_GENUS;Test Model Adjusted Occurences;0.0002828842328575429
PALUDIBACTERIUM;Test Model Adjusted Occurences;0.011128180846801968
DESULFITIBACTER;Test Model Adjusted Occurences;3.558893900699438
DERMABACTER;Test Model Adjusted Occurences;3.1141113092172216e-05
THAUMARCAEOTA_SCG_GENUS;Test Model Adjusted Occurences;6.201065653280337e-05
PROTEINIBORUS;Test Model Adjusted Occurences;2.5755840349308298e-05
MICROCYSTIS;Test Model Adjusted Occurences;0.750059355481348
FIBROBACTERES_GENUS;Test Model Adjusted Occurences;1.0009611359514141
GLUTAMICIBACTER;Test Model Adjusted Occurences;5.625670172527977
COXIELLACEAE_GENUS;Test Model Adjusted Occurences;2.6203176609675336
BRUMIMICROBIUM;Test Model Adjusted Occurences;2.000175270178839
MYCETOCOLA;Test Model Adjusted Occurences;0.008017300005387496
BELNAPIA;Test Model Adjusted Occurences;1.000021126319365
BERGERIELLA;Test Model Adjusted Occurences;0.0017225451851716755
ARCTICIBACTER;Test Model Adjusted Occurences;0.001671633510310319
ZAVARZINELLA;Test Model Adjusted Occurences;3.000122251841196
WILLIAMSIA;Test Model Adjusted Occurences;0.00273742079128899
SKERMANELLA;Test Model Adjusted Occurences;0.00013097507026489023
CYANOBIUM;Test Model Adjusted Occurences;0.007573856598817198
ANAEROBACILLUS;Test Model Adjusted Occurences;0.0022555166500171334
NATRONINCOLA;Test Model Adjusted Occurences;0.00017597467198799438
NATRONOBACILLUS;Test Model Adjusted Occurences;0.0008656499982095259
POLYMORPHOBACTER;Test Model Adjusted Occurences;0.023799287871558432
AGARICICOLA;Test Model Adjusted Occurences;0.0016355761417448812
THIOHALOMONAS;Test Model Adjusted Occurences;1.5898842129623398
CYANOTHECE;Test Model Adjusted Occurences;9.451457335924867e-05
SINIBACILLUS;Test Model Adjusted Occurences;7.185243551514627e-05
HALIOGLOBUS;Test Model Adjusted Occurences;0.00010149730099762746
MUCINIVORANS;Test Model Adjusted Occurences;0.000683227936496465
FONTIMONAS;Test Model Adjusted Occurences;1.0017900504207164
SPONGIIMONAS;Test Model Adjusted Occurences;0.000108248073798646
PSEUDARCICELLA;Test Model Adjusted Occurences;0.001827439883148788
HYDROTALEA;Test Model Adjusted Occurences;0.5191266364652736
SINORHIZOBIUM;Test Model Adjusted Occurences;0.00443295064713622
HYDROGENOPHILACEAE_GENUS;Test Model Adjusted Occurences;1.0095782435034277
GEOTHERMOMICROBIUM;Test Model Adjusted Occurences;1.0000119945607664
SYNTROPHOMONADACEAE_GENUS;Test Model Adjusted Occurences;8.010505813063889e-05
PHASELICYSTIS;Test Model Adjusted Occurences;0.0011553414466290855
SOLIMONAS;Test Model Adjusted Occurences;0.005904997942425716
FERRIPHASELUS;Test Model Adjusted Occurences;0.020644166084635807
CLOSTRIDIA_M55-D21_GENUS;Test Model Adjusted Occurences;0.006997886045522143
RHODOBLASTUS;Test Model Adjusted Occurences;2.923020810555177e-05
COLLINSELLA;Test Model Adjusted Occurences;1.6624805982132056
PLANIFILUM;Test Model Adjusted Occurences;0.002121611842558416
GOTTSCHALKIA;Test Model Adjusted Occurences;0.6992434055669959
ASTICCACAULIS;Test Model Adjusted Occurences;2.009238667016798e-05
RUMINOCOCCACEAE_UCG-012;Test Model Adjusted Occurences;7.715930419219361e-07
DOLOSICOCCUS;Test Model Adjusted Occurences;0.002465302488395599
TANNERELLA;Test Model Adjusted Occurences;0.05062135724504477
CORALIOMARGARITA;Test Model Adjusted Occurences;0.0003661273411229571
SINGULISPHAERA;Test Model Adjusted Occurences;0.0005566311712395661
LEEUWENHOEKIELLA;Test Model Adjusted Occurences;1.854023445846488e-05
SHINELLA;Test Model Adjusted Occurences;3.004502913116203
PEPTONIPHILACEAE_GENUS;Test Model Adjusted Occurences;0.002188565002289748
NEVSKIA;Test Model Adjusted Occurences;0.00015777159591947782
RUMINOFILIBACTER;Test Model Adjusted Occurences;0.0006717112228208956
CECEMBIA;Test Model Adjusted Occurences;0.0004800565122985863
CLOSTRIDIISALIBACTER;Test Model Adjusted Occurences;1.0000737812346743
OSCILLOCHLORIS;Test Model Adjusted Occurences;0.0006194614553440073
ANAEROFUSTIS;Test Model Adjusted Occurences;1.0064229542219367
GAMMAPROTEOBACTERIA_EC3_GENUS;Test Model Adjusted Occurences;0.009586795324655051
DYADOBACTER;Test Model Adjusted Occurences;1.0014637271103854
SPIROCHAETACEAE_GENUS;Test Model Adjusted Occurences;0.0023663553551649193
RHIZOBIUM;Test Model Adjusted Occurences;0.0005541578233015862
LUTIBACULUM;Test Model Adjusted Occurences;0.0364141185969156
DESULFONAUTICUS;Test Model Adjusted Occurences;0.00027233302131749934
CHLOROFLEXI_GITT-GS-136_GENUS;Test Model Adjusted Occurences;1.526211818150315e-05
LOKTANELLA;Test Model Adjusted Occurences;1.6125105282136225
NAKAMURELLA;Test Model Adjusted Occurences;1.4209728378659212
CELLULOPHAGA;Test Model Adjusted Occurences;1.000937964770486
RHODOCISTA;Test Model Adjusted Occurences;0.0008005483460927111
FLUVIICOLA;Test Model Adjusted Occurences;0.19474145645116592
GIMESIA;Test Model Adjusted Occurences;3.4332144566682694
CHRYSEOLINEA;Test Model Adjusted Occurences;5.072444376001424
ALISHEWANELLA;Test Model Adjusted Occurences;1.0001503689761155
ARDENTICATENA;Test Model Adjusted Occurences;0.002493549561763231
BLASTOPIRELLULA;Test Model Adjusted Occurences;0.30483059180878597
ECTOTHIORHODOSINUS;Test Model Adjusted Occurences;8.792225583914704e-06
AUREITALEA;Test Model Adjusted Occurences;2.2593423151007078e-05
TEPIDIPHILUS;Test Model Adjusted Occurences;0.0007813276311350105
ROSEIVIRGA;Test Model Adjusted Occurences;0.679482738729658
CYCLOBACTERIUM;Test Model Adjusted Occurences;2.5204843015567637
ACTINOBACILLUS;Test Model Adjusted Occurences;1.330838276681493
ANAEROLINEA;Test Model Adjusted Occurences;1.000535581628485
RUMMELIIBACILLUS;Test Model Adjusted Occurences;0.00037252396788422647
SNODGRASSELLA;Test Model Adjusted Occurences;8.913044472268205e-06
BRADYRHIZOBIACEAE_GENUS;Test Model Adjusted Occurences;7.777113083592772e-05
SPORICHTHYA;Test Model Adjusted Occurences;0.001518765800746107
UREIBACILLUS;Test Model Adjusted Occurences;0.0004895290961227824
HYDROGENOPHILUS;Test Model Adjusted Occurences;5.0903767109149135e-05
HOEFLEA;Test Model Adjusted Occurences;0.03837719992372826
NEGATIVICOCCUS;Test Model Adjusted Occurences;0.000548105214075726
SULFUROSPIRILLUM;Test Model Adjusted Occurences;1.6345447870169738
BRACHYMONAS;Test Model Adjusted Occurences;0.01127606357225389
PASTEURIA;Test Model Adjusted Occurences;5.710595691327822e-05
VEILLONELLACEAE_GENUS;Test Model Adjusted Occurences;0.0006185095757876756
LUTISPORA;Test Model Adjusted Occurences;1.0014836362960409
BRADYMONAS;Test Model Adjusted Occurences;1.0025430141929572
JANTHINOBACTERIUM;Test Model Adjusted Occurences;0.0008551860581043798
PELAGIBIUS;Test Model Adjusted Occurences;2.0000273782832156
NIOELLA;Test Model Adjusted Occurences;1.8918840671194301e-06
ACIDICAPSA;Test Model Adjusted Occurences;0.005543268819722896
ACIDIFERROBACTER;Test Model Adjusted Occurences;0.0013154739987657528
ACTINOBACTERIA_MB-A2-108_GENUS;Test Model Adjusted Occurences;2.215933342154114e-05
ACIDIMICROBIALES_GENUS;Test Model Adjusted Occurences;0.5488111200468035
HISTOPHILUS;Test Model Adjusted Occurences;0.003214128094110115
PAUCIBACTER;Test Model Adjusted Occurences;5.026942473417989e-05
THAUMARCAEOTA_SAGMCG-1_GENUS;Test Model Adjusted Occurences;0.0003374622368814633
PATULIBACTER;Test Model Adjusted Occurences;1.0024987216967114
VIRGIBACILLUS;Test Model Adjusted Occurences;6.906664112600105e-05
METHANOSAETA;Test Model Adjusted Occurences;0.057996204705217214
HYPHOMICROBIACEAE_GENUS;Test Model Adjusted Occurences;2.586357113178051
HYPHOMONADACEAE_GENUS;Test Model Adjusted Occurences;1.0023791894462333
PEPTOSTREPTOCOCCACEAE_GENUS;Test Model Adjusted Occurences;0.002433535951088286
AEQUORIVITA;Test Model Adjusted Occurences;1.0030384454768089
THERMICANUS;Test Model Adjusted Occurences;2.0338889218871727e-05
ROSEIVIVAX;Test Model Adjusted Occurences;0.002356700608622843
GEMINICOCCUS;Test Model Adjusted Occurences;7.00008655623207
CYLINDROSPERMUM;Test Model Adjusted Occurences;2.7430816973303536
MORGANELLA;Test Model Adjusted Occurences;3.1223957544070655e-05
ACIDOVORAX;Test Model Adjusted Occurences;3.1622847752746424e-05
SPHAEROBACTER;Test Model Adjusted Occurences;2.4145518219104734e-05
CATONELLA;Test Model Adjusted Occurences;2.0004353573217966
CYSTOBACTER;Test Model Adjusted Occurences;0.7210457679042223
ENTEROBACTERIACEAE_GENUS;Test Model Adjusted Occurences;0.03244838154506106
METHYLOVORUS;Test Model Adjusted Occurences;0.0027191076214492095
MOBILICOCCUS;Test Model Adjusted Occurences;0.6664880067891025
SHIMAZUELLA;Test Model Adjusted Occurences;2.0000039364370297
FRANCISELLA;Test Model Adjusted Occurences;0.001692942758018932
RAMLIBACTER;Test Model Adjusted Occurences;1.0000118521845283
TATUMELLA;Test Model Adjusted Occurences;2.969859160214043e-05
TELLURIA;Test Model Adjusted Occurences;0.002868279140863836
CALDIMONAS;Test Model Adjusted Occurences;0.00032509432649910526
BERGEYELLA;Test Model Adjusted Occurences;1.456621883699706
RUNELLA;Test Model Adjusted Occurences;0.018352673707010887
KYTOCOCCUS;Test Model Adjusted Occurences;2.8469524309372904e-05
DERMACOCCACEAE_GENUS;Test Model Adjusted Occurences;2.0576812116852965
SOIL_CRENARCHAEOTIC_GROUP(SCG)_GENUS;Test Model Adjusted Occurences;1.0000420076570715
TERASAKIELLA;Test Model Adjusted Occurences;2.938041400072827
JEJUDONIA;Test Model Adjusted Occurences;0.00036800455400936606
FLAVIHUMIBACTER;Test Model Adjusted Occurences;0.5982413452397205
OLIGOSPHAERA;Test Model Adjusted Occurences;2.0007423051856477
DEINOCOCCUS;Test Model Adjusted Occurences;0.0007593830399271334
PEPTOSTREPTOCOCCUS;Test Model Adjusted Occurences;2.000652471257972
STREPTACIDIPHILUS;Test Model Adjusted Occurences;2.8936598665716944e-05
NANNOCYSTIS;Test Model Adjusted Occurences;2.5078749243636527e-05
PRAUSERELLA;Test Model Adjusted Occurences;0.7292412334896038
CARNOBACTERIACEAE_GENUS;Test Model Adjusted Occurences;0.007039365159795617
PEDOMICROBIUM;Test Model Adjusted Occurences;0.0027121936009662628
ANABAENA;Test Model Adjusted Occurences;0.2534519658812381
SOEHNGENIA;Test Model Adjusted Occurences;0.0005378551088949566
HELCOBACILLUS;Test Model Adjusted Occurences;1.000195645865264
PISCIGLOBUS;Test Model Adjusted Occurences;0.0001340280760006599
ERYTHROBACTER;Test Model Adjusted Occurences;0.00015392400135621521
LIMNOBACTER;Test Model Adjusted Occurences;2.719060646081474
CALDANAEROBACTER;Test Model Adjusted Occurences;0.001167840238994334
ACINETOBACTER;Test Model Adjusted Occurences;4.687411598068056
LELLIOTTIA;Test Model Adjusted Occurences;6.383635459418978e-06
LENTIBACTER;Test Model Adjusted Occurences;0.734606998860375
PORTICOCCUS;Test Model Adjusted Occurences;0.3156608156740102
THIOALBUS;Test Model Adjusted Occurences;2.5159952521244464e-06
IGNAVIBACTERIALES_BSV40_GENUS;Test Model Adjusted Occurences;0.009893294328419348
MODESTOBACTER;Test Model Adjusted Occurences;6.277870493902327e-05
COLEOFASCICULUS;Test Model Adjusted Occurences;0.004155071581557675
SPHINGORHABDUS;Test Model Adjusted Occurences;0.00020830246247831308
MAGNETOCOCCUS;Test Model Adjusted Occurences;2.000311696668405
NISAEA;Test Model Adjusted Occurences;0.2988681365925102
OPITUTUS;Test Model Adjusted Occurences;1.000597806129675
HALORHODOSPIRA;Test Model Adjusted Occurences;0.0011737803190886402
DEFLUVIITOGA;Test Model Adjusted Occurences;0.0004202114505889269
MELISSOCOCCUS;Test Model Adjusted Occurences;0.05691956365321564
RUDAEA;Test Model Adjusted Occurences;1.0028909612302168
STREPTOSPORANGIUM;Test Model Adjusted Occurences;3.242411530452903e-05
AEROMONAS;Test Model Adjusted Occurences;1.000277106079961
SEDIMINITOMIX;Test Model Adjusted Occurences;0.0003353055926295331
DOKDONELLA;Test Model Adjusted Occurences;0.550424157000061
CYTOPHAGIA_ORDER_III_FAMILY_GENUS;Test Model Adjusted Occurences;0.00023086436249453168
MARTELELLA;Test Model Adjusted Occurences;0.0003737209605434766
NOCARDIA;Test Model Adjusted Occurences;1.0002010500802552
DESULFONEMA;Test Model Adjusted Occurences;0.00042592800179863297
MAGNETOSPIRA;Test Model Adjusted Occurences;0.001275435378666282
KINEOCOCCUS;Test Model Adjusted Occurences;5.138213546891125e-05
BORDETELLA;Test Model Adjusted Occurences;0.00944820039665483
PLANCTOMYCETALES_GENUS;Test Model Adjusted Occurences;3.39796846345449e-06
FILOBACILLUS;Test Model Adjusted Occurences;1.009465500216352
TROPICIBACTER;Test Model Adjusted Occurences;0.004905882154879823
THIOALKALISPIRA;Test Model Adjusted Occurences;0.00025599539066939805
